date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:00	28234/28234	---MCZ	200	added ('OK')	text/css	etag:W/%226e4a-5317710116d00-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/jetpack-sharing/genericons/genericons/genericons.css?ver=3.1	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/jetpack-sharing/genericons/genericons/genericons128b.css	(from https://jobify-demos.astoundify.com/classic/)
15:27:01	97184/97184	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217ba0-555dcf53af0c0-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/jquery/jquery.js?ver=1.12.4	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/jquery/jqueryb8ff.js	(from https://jobify-demos.astoundify.com/classic/)
15:27:01	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%222748-555dcf53af0c0-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://jobify-demos.astoundify.com/classic/)
15:27:02	950/950	---MCZ	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:56:58%20GMT	https://jobify-demos.astoundify.com/classic/xmlrpc.php?rsd	E:/spec/jobiify/jobify-demos.astoundify.com/classic/xmlrpc0db0.php	(from https://jobify-demos.astoundify.com/classic/)
15:27:03	334609/334609	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:56:59%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:03	2242/2242	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:57:00%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed8fa7.json	(from https://jobify-demos.astoundify.com/classic/)
15:27:04	2337/2337	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:57:00%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed194a	(from https://jobify-demos.astoundify.com/classic/)
15:27:05	836/836	---M--	200	added ('OK')	image/png	etag:%22344-530d6c756a0a1%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/cropped-site-icon-classic-32x32.png	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/cropped-site-icon-classic-32x32.png	(from https://jobify-demos.astoundify.com/classic/)
15:27:05	4022/4022	---M--	200	added ('OK')	image/png	etag:%22fb6-530d6c75642e1%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/cropped-site-icon-classic-192x192.png	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/cropped-site-icon-classic-192x192.png	(from https://jobify-demos.astoundify.com/classic/)
15:27:06	4412/4412	---M--	200	added ('OK')	image/png	etag:%22113c-530d6c7568161%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/cropped-site-icon-classic-180x180.png	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/cropped-site-icon-classic-180x180.png	(from https://jobify-demos.astoundify.com/classic/)
15:27:07	101870/101870	---M--	200	added ('OK')	image/jpeg	etag:%2218dee-53760fa671140%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/07/landing_hero_optimized.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/07/landing_hero_optimized.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:09	226672/226672	---M--	200	added ('OK')	image/jpeg	etag:%2237570-53109ba8c31df%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/hero-image-text-right-darker.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/hero-image-text-right-darker.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:09	43176/43176	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:04%20GMT	https://jobify-demos.astoundify.com/classic/find-a-job/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/find-a-job/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:09	44730/44730	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:05%20GMT	https://jobify-demos.astoundify.com/classic/job-region/ontario/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/ontario/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:09	47632/47632	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:05%20GMT	https://jobify-demos.astoundify.com/classic/job-region/kansas/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/kansas/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:10	4342/4342	---M--	200	added ('OK')	image/jpeg	etag:%2210f6-5310b4717f763%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-shopify-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-shopify-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:10	43413/43413	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:07%20GMT	https://jobify-demos.astoundify.com/classic/job-region/palo-alto/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/palo-alto/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:11	45113/45113	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:07%20GMT	https://jobify-demos.astoundify.com/classic/job-region/san-francisco/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/san-francisco/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:11	40475/40475	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:07%20GMT	https://jobify-demos.astoundify.com/classic/job-region/daly-city/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/daly-city/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:11	40531/40531	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:08%20GMT	https://jobify-demos.astoundify.com/classic/job-region/sacramento/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/sacramento/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:11	5193/5193	---M--	200	added ('OK')	image/jpeg	etag:%221449-5310b4f20dfcc%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-sspace-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-sspace-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:12	40459/40459	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:08%20GMT	https://jobify-demos.astoundify.com/classic/job-region/santa-rosa/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/santa-rosa/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:12	40581/40581	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:08%20GMT	https://jobify-demos.astoundify.com/classic/job-region/mountain-view/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/mountain-view/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:12	51328/51328	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:09%20GMT	https://jobify-demos.astoundify.com/classic/post-a-job/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/post-a-job/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:13	4428/4428	---M--	200	added ('OK')	image/jpeg	etag:%22114c-531131dee9e71%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-optimizely-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-optimizely-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:13	44081/44081	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:09%20GMT	https://jobify-demos.astoundify.com/classic/companies/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/companies/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:13	46618/46618	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:09%20GMT	https://jobify-demos.astoundify.com/classic/testimonials/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/testimonials/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:13	43037/43037	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:10%20GMT	https://jobify-demos.astoundify.com/classic/pricing/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/pricing/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:14	4371/4371	---M--	200	added ('OK')	image/jpeg	etag:%221113-5311325b482fc%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-okcupid-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-okcupid-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:14	40106/40106	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:11%20GMT	https://jobify-demos.astoundify.com/classic/manage-jobs/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/manage-jobs/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:15	46400/46400	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:11%20GMT	https://jobify-demos.astoundify.com/classic/privacy-policy/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/privacy-policy/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:15	42522/42522	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:11%20GMT	https://jobify-demos.astoundify.com/classic/frequently-asked-questions/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/frequently-asked-questions/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:15	4731/4731	---M--	200	added ('OK')	image/jpeg	etag:%22127b-531132c9b8212%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-pinterest-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-pinterest-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:16	57762/57762	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:12%20GMT	https://jobify-demos.astoundify.com/classic/blog/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/blog/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:16	45354/45354	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:12%20GMT	https://jobify-demos.astoundify.com/classic/terms-and-conditions/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/terms-and-conditions/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:16	56872/56872	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:12%20GMT	https://jobify-demos.astoundify.com/classic/shop/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/shop/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:16	2284/2284	---M--	200	added ('OK')	image/jpeg	etag:%228ec-5311391d5c472%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-codepen-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-codepen-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:17	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2023%20Nov%202017%2009:57:13%20GMT	https://jobify-demos.astoundify.com/classic/checkout/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/checkout/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:17	78832/78832	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:13%20GMT	https://jobify-demos.astoundify.com/classic/cart/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/cart/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:17	42864/42864	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:14%20GMT	https://jobify-demos.astoundify.com/classic/signup/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/signup/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:18	103066/103066	---M--	200	added ('OK')	image/jpeg	etag:%221929a-53109d0c3c74e%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/hero-image-text-left-darker.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/hero-image-text-left-darker.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:19	69543/69543	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:14%20GMT	https://jobify-demos.astoundify.com/classic/job/art-director-2/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/art-director-2/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:19	69608/69608	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:15%20GMT	https://jobify-demos.astoundify.com/classic/job/squarespace-com/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/squarespace-com/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:19	42743/42743	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:15%20GMT	https://jobify-demos.astoundify.com/classic/my-account/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/my-account/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:19	11428/11428	---M--	200	added ('OK')	image/jpeg	etag:%222ca4-530d967f1d615%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-4-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-4-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:20	65083/65083	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:16%20GMT	https://jobify-demos.astoundify.com/classic/job/marketing-director/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/marketing-director/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:20	69888/69888	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:16%20GMT	https://jobify-demos.astoundify.com/classic/job/website-designer/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/website-designer/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:20	69901/69901	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:17%20GMT	https://jobify-demos.astoundify.com/classic/job/web-developer/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/web-developer/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:21	9051/9051	---M--	200	added ('OK')	image/jpeg	etag:%22235b-530d967da0872%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-7-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-7-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:21	8288/8288	---M--	200	added ('OK')	image/jpeg	etag:%222060-530d967e26508%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-6-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-6-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:21	69883/69883	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:18%20GMT	https://jobify-demos.astoundify.com/classic/job/front-end-developer-digital-arts/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/front-end-developer-digital-arts/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:21	10820/10820	---M--	200	added ('OK')	image/jpeg	etag:%222a44-530d967ea34fe%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-5-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-5-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:22	7990/7990	---M--	200	added ('OK')	image/jpeg	etag:%221f36-530d968085b9a%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-2-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avatar-image-2-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:22	8944/8944	---M--	200	added ('OK')	image/jpeg	etag:%2222f0-530d96818f587%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avartar-image1-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2013/07/avartar-image1-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:23	82306/82306	---M--	200	added ('OK')	image/jpeg	etag:%2214182-530ed0d8eb7dc%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/hero-testimonals-green.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/hero-testimonals-green.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:23	30408/30408	---M--	200	added ('OK')	image/jpeg	etag:%2276c8-53086edb5872a%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/blog-image-327-400x200.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/blog-image-327-400x200.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:23	23184/23184	---M--	200	added ('OK')	image/jpeg	etag:%225a90-53086edc78872%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/blog-image-432-400x200.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/blog-image-432-400x200.jpg	(from https://jobify-demos.astoundify.com/classic/)
15:27:23	59327/59327	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:20%20GMT	https://jobify-demos.astoundify.com/classic/2016/03/29/middle-class-jobs-are-being-replaced-by-burger-flipping-retail-sales-low-pay-jobs-4/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/03/29/middle-class-jobs-are-being-replaced-by-burger-flipping-retail-sales-low-pay-jobs-4/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:25	2084/2084	---MCZ	200	added ('OK')	application/javascript	etag:W/%22824-5575c2bd78c8a-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.1.2	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min0226.js	(from https://jobify-demos.astoundify.com/classic/)
15:27:26	59585/59585	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:21%20GMT	https://jobify-demos.astoundify.com/classic/2016/02/22/middle-class-jobs-are-being-replaced-by-burger-flipping-retail-sales-low-pay-jobs-2/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/02/22/middle-class-jobs-are-being-replaced-by-burger-flipping-retail-sales-low-pay-jobs-2/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:26	59169/59169	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:21%20GMT	https://jobify-demos.astoundify.com/classic/2016/03/22/do-you-have-a-job-that-the-average-person-doesnt-even-know-exists/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/03/22/do-you-have-a-job-that-the-average-person-doesnt-even-know-exists/index.html	(from https://jobify-demos.astoundify.com/classic/)
15:27:27	9566/9566	---MCZ	200	added ('OK')	application/javascript	etag:W/%22255e-5575c2bd77ce9-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://jobify-demos.astoundify.com/classic/)
15:27:27	1846/1846	---MCZ	200	added ('OK')	application/javascript	etag:W/%22736-5575c2bd77ce9-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://jobify-demos.astoundify.com/classic/)
15:27:27	562/562	---MCZ	200	added ('OK')	application/javascript	etag:W/%22232-5575c2bd78c8a-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=3.1.2	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min0226.js	(from https://jobify-demos.astoundify.com/classic/)
15:27:27	2569/2569	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a09-5575c2bd78c8a-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=3.1.2	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min0226.js	(from https://jobify-demos.astoundify.com/classic/)
